Titel;Auteur;Plaatsing;Plaatsing omschrijving;Pl.Opmerking;Zizo Jeugd;Prijs;Jaargang;Genre Jeugd;Hoofdwoord;Exemplaar;Exem-id;Magazijn;Materiaal;Min. leeftijd;Status;Bijlage;Categorie
Schaduw;Morpurgo, Michael;JFB;Jeugd fictie 9-11 jaar rood;MORP;;16.95;;;;NA1142062;5869097;N;B4;0;U;;4
Schaduw;Parvela, Timo;JFB;Jeugd fictie 9-11 jaar;;;16.99;;;PARV;3,00E+13;29217649;N;B4;0;B;;4
Schaduw;Parvela, Timo;JFB;Jeugd fictie 9-11 jaar rood;;;16.99;;;PARV;3,00E+13;29259226;N;B4;0;U;;4
Schaduw in het vuur;Armentrout, Jennifer L.;YF0;Jongeren fictie grijs;;;25.00;;;ARME;3,00E+13;28648812;N;B4;0;B;;4
"Schaduw me ; Onthul me";Mafi, Tahereh;YF0;Adolescenten;;;12.99;;;MAFI;3,00E+13;7765494;N;BA;0;B;;4
"Schaduw me ; Onthul me";Mafi, Tahereh;YF0;Jongeren fictie grijs;;;12.99;;;MAFI;3,00E+13;7742226;N;B4;0;R;;4
Schaduw over het Britse Rijk;Veys, Pierre;SJC;Strips jeugd 12-14 jaar;Avonturen van Philip en Francis;;7.50;    ;;;NA0491551;3055726;N;S4;0;B;;4
Schaduw over het keizerrijk;Wood, Brian;SJB;Strips jeugd 9-11 jaar;Star Wars;;8.95;    ;;;NA1021389;5497202;N;S4;0;B;;4
Schaduw over het keizerrijk;Wood, Brian;SJB;Strips jeugd 9-11 jaar;Star Wars;;8.95;    ;;;NA1021400;5497224;N;S4;0;B;;4
Schaduw van de dood;Shan, Darren;JFB;Jeugd fictie 9-11 jaar rood;SHAN;;12.50;;;;NA0681237;3713729;N;B4;0;B;;4
Schaduw van de maan;Vervloet, Lies;YF0;Adolescenten;;;18.99;;;VERV;3,00E+13;26510699;N;BA;0;B;;4
Schaduw van de vos;Kagawa, Julie;YF0;Jongeren fictie grijs;KAGA;;0.00;;;;NA1109391;6156355;N;BA;0;B;;4
Schaduw van Toet;Dijkstra, Lida;JFC;Jeugd fictie 12-14 jaar;;;18.99;;;DIJK;3,00E+13;21659522;N;B4;0;B;;4
Schaduwdieren;;JIO;Jeugd info: vrije tijd - kunst;;VRSPE;0.00;;;;NA0977004;5745300;N;B5;0;U;;5
Schaduwen uit het verleden;Eastman, Kevin;SJA;Strips jeugd 6-8 jaar;Teenage Mutant Ninja Turtles;;8.95;;;;NA1025147;5445272;N;S4;0;B;;4
Schaduwen uit het verleden;Eastman, Kevin;SJA;Strips jeugd 6-8 jaar;Teenage Mutant Ninja Turtles;;8.95;;;;NA1025155;5340217;N;S4;0;B;;4
Schaduwheer;Clare, Cassandra;YF0;Jongeren fictie grijs;CLAR;;22.50;;;;NA1162810;6045355;N;BA;0;B;;4
Schaduwhotel;De Braeckeleer, Nico;JFB;Jeugd fictie 9-11 jaar;;;14.50;;;BRAE;3,00E+13;28493065;N;B4;0;B;;4
Schaduwhotel;De Braeckeleer, Nico;JFB;Jeugd fictie 9-11 jaar rood;;;14.50;;;DEBR;3,00E+13;28607984;N;B4;0;B;;4
Schaduwjongen;Stranger, Simon;JFC;Jeugd fictie 12-14 jaar;STRA;;15.95;;;;PI0765651;5812209;N;B4;0;B;;4
Schaduwkant;George, Elizabeth;YF0;Adolescenten;GEOR;;10.00;;;;PI0761273;5330156;N;BA;0;A;;4
Schaduwkant;George, Elizabeth;YF0;Jongeren fictie grijs;GEOR;;19.95;;;;NA0962805;5330153;N;BA;0;B;;4
Schaduwkrijgers;Embrechts, Luc;JFC;Jeugd fictie 12-14 jaar;EMBR;;0.00;;;;PI0403636;3124610;N;B4;0;B;;4
Schaduwkrijgers;Embrechts, Luc;JFC;Jeugd fictie 12-14 jaar blauw;EMBR;;15.50;;;;NA0504459;3124607;N;B4;0;B;;4
Schaduwkus;Mead, Richelle;YF0;Jongeren fictie grijs;MEAD;;14.95;;;;NA0796883;4527230;N;BA;0;A;;4
Schaduwland;Noël, Alyson;YF0;Adolescenten;NOEL;;10.00;;;;PI0720712;5549258;N;BA;0;A;;4
Schaduwland;Noël, Alyson;YF0;Jongeren fictie grijs;NOEL;;14.95;;;;NA0769835;4279175;N;BA;0;A;;4
Schaduwliefde;Sepetys, Ruta;YF0;Jongeren fictie grijs;SEPE;;17.95;;;;NA0769886;4274581;N;BA;0;B;;4
Schaduwmonsters;Van der Zanden, Monique;JM0;Jeugd makkelijk lezen;ZAND;;13.95;;;;PI0576778;3753407;N;B4;0;B;;4
Schaduwwereld;Descamps, Luc;JFC;Jeugd fictie 12-14 jaar;DESC;;0.00;;;;PI0369969;6733204;N;B4;0;B;;4
Schaduwzielen;Smith, L.J;YF0;Jongeren fictie grijs;SMIT;;18.95;;;;NA0795054;4453344;N;BA;0;A;;4
Schaduwzwart;De Castell, Sebastien;YF0;Adolescenten;CAST;;17.50;;;;PI0835811;6097033;N;BA;0;B;;4
Schaken voor de jeugd;Chevannes, Sabrina;JIO;Jeugd info: vrije tijd - kunst;;VRBOR;15.00;;;;PI0717967;5428275;N;B5;0;B;;5
Schaken voor de jeugd;Chevannes, Sabrina;JIO;Jeugd info: vrije tijd - kunst;9+ - rood;VRSPE;0.00;    ;;;NA1142208;5428272;N;B5;0;U;;5
Schaken voor de jeugd : speel- en oefenboek;Chevannes, Sabrina;JIO;Jeugd info: vrije tijd - kunst;9+ - rood;VRSPE;15.00;    ;;;NA1142216;5633022;N;B5;0;U;;5
Schapen;Bell, Rachael;JIH;Jeugd info: natuur;;NABOE;0.00;;;;PI0426415;3332524;N;B5;0;B;;5
Schapen;Bell, Rachael;JIH;Jeugd info: natuur;6+ - geel;NABOE;0.00;    ;;ML;NA0911313;3332522;N;B5;0;B;;5
Schapenvellen en ganzenveren : het verhaal van het middeleeuwse b;Smeyers, Katrien;JIP;Jeugd info: taal;;TABOE;0.00;;;;PI0293784;6577424;N;B5;0;B;;5
Scharlaken vuur;Dorison, Xavier;SJC;Strips jeugd 12-14 jaar;Thorgal;;7.99;    ;;;NA1088475;5785828;N;S4;0;B;;4
Scharlakenrode magie;Clare, Cassandra;YF0;Jongeren fictie grijs;;;22.50;;FAN;CLAR;3,00E+13;7618171;N;B4;0;B;;4
Schateiland;Stevenson, Robert Louis;JFB;Jeugd fictie 9-11 jaar;;;29.95;;;STEV;3,00E+13;27960396;N;B4;0;B;;4
Schatgraven op de Bahama's;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;;;15.50;;;STIL;3,00E+13;13213752;N;B4;0;U;;4
Schatjes op zolder;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.95;    ;;;NA0805424;4755266;N;S4;0;M;;4
Schatjes op zolder;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.95;    ;;;NA0874418;4755265;N;S4;0;B;;4
Schatjes van schildpadjes;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;7.50;;;;NA0965286;5434774;N;B4;0;B;;4
Schatten uit de natuur : stenen, mineralen, fossielen, schelpen;Green, Dan;JII;Jeugd info: aarde - heelal;;AAGES;16.99;;;;NA1141910;5835769;N;B5;0;B;;5
Schatten uit de natuur : stenen, mineralen, fossielen, schelpen;Green, Dan;JII;Jeugd info: aarde - heelal;;AAGES;16.99;;;;PI0764388;5835772;N;B5;0;B;;5
Schatten zoeken;Vandermeeren, Hilde;JFA;Jeugd fictie 7-8 jaar geel;VAND;;9.85;;;;NA0879681;3341924;N;B4;0;B;;4
Schatteneiland;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;0.00;;;;NA1157426;3791885;N;B4;0;B;;4
Schatteneiland;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;11.50;;;;NA0702285;3791884;N;B4;0;B;;4
Schatteneiland;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;11.50;;;;NA0944122;3791883;N;B4;0;B;;4
Schatteneiland;Stilton, Geronimo;JFB;Jeugd fictie 9-11 jaar;STIL;;11.50;;;;PI0512923;3791889;N;B4;0;B;;4
Schatteneiland;Stilton, Geronimo;JFB;Jeugd fictie 9-11 jaar;STIL;;11.50;;;;PI0556386;3791890;N;B4;0;B;;4
Schattenjacht;;FSJ;Speelfilms jeugd;TV-REEKS KOSM - 2;;12.95;;;;NA1054910;5934778;N;D4;0;A;;2
Schattenjacht in de zwarte heuvels;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;9.95;;;;NA0765317;4541512;N;B4;0;B;;4
Schattenjacht in de zwarte heuvels;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;9.95;;;;NA0873012;4541511;N;B4;0;B;;4
Schattenjacht in de zwarte heuvels;Stilton, Geronimo;JFB;Jeugd fictie 9-11 jaar;STIL;;9.95;;;;PI0591041;4541515;N;B4;0;B;;4
Schattenjagers;Patterson, James;JFB;Jeugd fictie 9-11 jaar;PATT;;19.95;;;;PI0679968;5208853;N;B4;0;B;;4
Schattenjagers;Patterson, James;JFB;Jeugd fictie 9-11 jaar rood;PATT;;19.95;;;;NA091195X;5208850;N;B4;0;B;;4
Schattenjagers in Bokrijk;Van Loock, Gerd;SJA;Strips jeugd 6-8 jaar;Jommeke;;4.95;    ;;;NA0723991;4089262;N;S4;0;U;;4
Scheiden;Murphy, Patricia J.;JIN;Jeugd info: dagelijks leven;;DAGEZ;10.00;;;;PI0593346;4409002;N;B5;0;B;;5
Scheikunde;Mason, Paul;JIF;Jeugd info: wetenschappen;9+ - rood;WTSCH;18.00;;;;3,00E+13;30443094;N;B5;0;B;;5
Scheikunde;Newmark, Ann;JIF;Jeugd info: wetenschappen;;WTSCH;14.50;;;;PI0384496;3020421;N;B5;0;A;;5
Scheikunde;Newmark, Ann;JIF;Jeugd info: wetenschappen;12+ - blauw;WTSCH;0.00;;;;NA0946656;3020417;N;B5;0;B;;5
Schele dieren : wat dieren met hun ogen doen;Van der Helm, Frans;JIH;Jeugd info: natuur;9+ - rood;NADIE;0.00;;;;NA0510793;3142929;N;B5;0;B;;5
Schelpdieren;;JIH;Jeugd info: natuur;;NAVIS;13.99;;;;PI0433535;2955733;N;D4;0;B;;5
Schemergeesten;Sage, Angie;JFC;Jeugd fictie 12-14 jaar;;;19.99;;;SAGE;3,00E+13;24442695;N;B4;0;B;;4
Schemergeesten;Sage, Angie;JFC;Jeugd fictie 12-14 jaar blauw;;;19.99;;;SAGE;3,00E+13;24838627;N;B4;0;B;;4
Schemering;Hunter, Erin;JFB;Jeugd fictie 9-11 jaar;HUNT;;16.95;;;;PI0677167;5014252;N;B4;0;B;;4
Schemering;Hunter, Erin;JFB;Jeugd fictie 9-11 jaar rood;HUNT;;16.95;;;;NA0882607;5014249;N;B4;0;B;;4
Schemerjager trilogie;Shan, Darren;JFB;Jeugd fictie 9-11 jaar rood;SHAN;;17.50;;;;NA0902411;3131479;N;B4;0;B;;4
Schemerslaap;Walker, Nicholas;JFC;Jeugd fictie 12-14 jaar;WALK;;14.99;;;;PI077927X;5935896;N;B4;0;B;;4
Schemerwerelden : Britse en Ierse volksverhalen;Crossley-Holland, Kevin;JFB;Jeugd fictie 9-11 jaar;;;19.95;;;CROS;3,00E+13;7742490;N;B4;0;B;;4
Schemerwerelden : Britse en Ierse volksverhalen;Crossley-Holland, Kevin;JFB;Jeugd fictie 9-11 jaar rood;CROS;;19.95;;;;NA1177036;6325855;N;B4;0;B;;4
Schepen;Adamson, Thomas K.;JIG;Jeugd info: verkeer;;VESCH;14.00;;;;PI0832979;6160198;N;B5;0;B;;5
Schermen;Arnoldussen, Lucas;JIO;Jeugd info: vrije tijd - kunst;9+ - rood;VRVEC;11.00;;;;3,00E+13;29961144;N;B5;0;B;;5
Scheten uit de schoorsteen : het kleine verhaal van klimaatverand;Ter Horst, Marc;JIH;Jeugd info: natuur;6+ - geel;NAMIL;15.99;;;;3,00E+13;26726279;N;B5;0;B;;5
Scheurbuik;Dufaux, Jean;SJC;Strips jeugd 12-14 jaar;Schimmenspel;;6.50;    ;;;NA0402869;6536627;N;S4;0;B;;4
Schiet alleen op bevel!;Benec;SJC;Strips jeugd 12-14 jaar;Sisco;;6.50;    ;;;NA0795275;3959124;N;S4;0;B;;4
Schiet niet op de pianist;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;0.00;    ;;;NA081511X;4933073;N;S4;0;U;;4
Schijn bedriegt;Nix;SJB;Strips jeugd 9-11 jaar;Buurtpolitie;;6.50;    ;;;3,00E+13;14556740;N;S4;0;B;;4
Schijn bedriegt;Nix;SJB;Strips jeugd 9-11 jaar;Buurtpolitie;;6.50;    ;;;3,00E+13;14556737;N;S4;0;U;;4
Schijn bedriegt;Schmitt, Eric-Emmanuel;SJB;Strips jeugd 9-11 jaar;Kuiken;;8.95;    ;;;NA0973289;5577938;N;S4;0;U;;4
Schijnbeweging;Van Gemert, Gerard;JFB;Jeugd fictie 9-11 jaar;GEME;;12.95;;;;PI0530689;3580594;N;B4;0;B;;4
Schijnbeweging;Van Gemert, Gerard;JFB;Jeugd fictie 9-11 jaar rood;VANG;;11.95;;;;NA0643211;3580589;N;B4;0;B;;4
Schijnbewegingen;Zwigtman, Floortje;YF0;Jongeren fictie grijs;;;21.99;;;ZWIG;3,00E+13;29392530;N;B4;0;B;;4
Schijndood;Van der Vlugt, Simone;JFC;Jeugd fictie 12-14 jaar;VLUG;;0.00;;;;PI0337072;6726042;N;B4;0;B;;4
Schijnheilig bloed;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.95;    ;;;NA0830674;4902367;N;S4;0;U;;4
Schijnheilig bloed;Merho;SJB;Strips jeugd 9-11 jaar;Kiekeboes;;5.95;    ;;;NA0874434;4902366;N;S4;0;B;;4
Schilderkunst door de eeuwen heen : van de steentijd tot nu;Manning, Mick;JIO;Jeugd info: vrije tijd - kunst;;VRSCH;14.99;;;;NA1115537;6187935;N;B5;0;A;;5
Schilderkunst door de eeuwen heen : van de steentijd tot nu;Manning, Mick;JIO;Jeugd info: vrije tijd - kunst;;VRSCH;24.00;;;;3,00E+13;28161309;N;B5;0;B;;5
Schilderkunst door de eeuwen heen : van de steentijd tot nu;Manning, Mick;JIO;Jeugd info: vrije tijd - kunst;;VRSCH;24.99;;;;NA110800X;6187934;N;B5;0;B;;5
Schilders & spionnen : het verhaal van de Vlaamse Primitieven;Smeyers, Katrien;JIO;Jeugd info: vrije tijd - kunst;;VRSCH;19.95;;;;PI0514721;3689617;N;B5;0;B;;5
Schilders & spionnen : het verhaal van de Vlaamse Primitieven;Smeyers, Katrien;JIO;Jeugd info: vrije tijd - kunst;;VRSCH;19.95;    ;;;NA0742643;3689615;N;B5;0;B;;5
Schildpad;Hamilton, Lynn;JIH;Jeugd info: natuur;;NAAMF;12.00;;;;PI0706337;5201796;N;B5;0;B;;5
Schildpadden;Morgan, Sally;JIH;Jeugd info: natuur;;NAAMF;0.00;;;;NA0619620;3372824;N;B5;0;B;;5
Schildpadden;Rebman, Renee C;JIH;Jeugd info: natuur;;NAAMF;16.00;;;;PI0519324;3955281;N;B5;0;B;;5
Schildpadden;Rebman, Renee C;JIH;Jeugd info: natuur;9+ - rood;NAAMF;16.00;;;;3,00E+13;26728088;N;B5;0;B;;5
Schildpadden tot in het oneindige;Green, John;YF0;Adolescenten;GREE;;18.99;;;;PI0794546;5989313;N;BA;0;B;;4
Schildpadden tot in het oneindige;Green, John;YF0;Jongeren fictie grijs;GREE;;18.99;;;;NA1158341;5989310;N;BA;0;B;;4
Schim;De Doncker, Wally;JFB;Jeugd fictie 9-11 jaar;DONC;;22.50;;;;PI0708593;5352166;N;B4;0;B;;4
Schim;De Doncker, Wally;JFB;Jeugd fictie 9-11 jaar rood;DEDO;;22.50;;;;NA089334X;5352163;N;B4;0;B;;4
Schim en schaduw;Bardugo, Leigh;YF0;Adolescenten;BARD;;16.95;;;;PI0677329;5192800;N;BA;0;B;;4
Schim en schaduw;Bardugo, Leigh;YF0;Jongeren fictie grijs;;;15.00;;FAN;BARD;3,00E+13;14409692;N;B4;0;B;;4
Schimmel!;Farmer, Addy;JIH;Jeugd info: natuur;;NAPAD;17.95;;;FARM;#250717032009829;32009829;N;B5;0;I;;5
Schimmels;Wood, John;JIH;Jeugd info: natuur;;NAPAD;15.00;;;;3,00E+13;14089413;N;B5;0;B;;5
Schimmen in de nacht;Descamps, Luc;JFB;Jeugd fictie 9-11 jaar;;;15.00;;;DESC;3,00E+13;24217824;N;B4;0;B;;4
Schimmen in de nacht;Descamps, Luc;JFB;Jeugd fictie 9-11 jaar rood;;;15.00;;;DESC;3,00E+13;24345894;N;B4;0;B;;4
Schimmen in de nacht;Descamps, Luc;JFB;Jeugd fictie 9-11 jaar rood;;;17.00;;;DESC;3,00E+13;28068607;N;B4;0;B;;4
Schimmen in het Schedelslot, of Het geheim van dapper zijn;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;0.00;;;;NA0858765;3723462;N;B4;0;B;;4
Schimmen in het Schedelslot, of Het geheim van dapper zijn;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;0.00;;;;NA104558X;3723463;N;B4;0;B;;4
Schimmen in het Schedelslot, of Het geheim van dapper zijn;Stilton, Geronimo;JFA;Jeugd fictie 7-8 jaar geel;STIL;;0.00;;;;NA1161288;3723464;N;B4;0;B;;4
Schimmen in het Schedelslot, of Het geheim van dapper zijn;Stilton, Geronimo;JFB;Jeugd fictie 9-11 jaar;;;24.95;;;STIL;3,00E+13;17424425;N;B4;0;B;;4
Schimmen van de schaduwmarkt;Clare, Cassandra;YF0;Jongeren fictie grijs;CLAR;;21.99;;;;NA1177621;6353982;N;BA;0;B;;4
Schimmenjagers;Smids, Annejoke;JFC;Jeugd fictie 12-14 jaar blauw;SMID;;15.95;;;;NA0901865;3535647;N;B4;0;A;;4
Schipbreuk in de ruimte;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;0.00;;;;NA1161466;4218680;N;B4;0;B;;4
Schipbreuk in de ruimte;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;14.95;;;;NA0739707;4218679;N;B4;0;A;;4
Schipbreuk in de ruimte;Stilton, Thea;JFA;Jeugd fictie 7-8 jaar geel;STIL;;14.95;;;;NA087292X;4218678;N;B4;0;B;;4
Schipbreuk in de ruimte;Stilton, Thea;JFB;Jeugd fictie 9-11 jaar;STIL;;14.95;;;;PI0554448;4218683;N;B4;0;U;;4
Schipper mag ik overvaren? : en 99 andere kinderliedjes van hier ;CEMPER;JIO;Jeugd info: vrije tijd - kunst;;VRLIE;25.99;;;;3,00E+13;29296417;N;B5;0;F;;5
Schipper mag ik overvaren? : en 99 andere kinderliedjes van hier ;CEMPER;JIO;Jeugd info: vrije tijd - kunst;6+ - geel;VRLIE;25.99;;;;3,00E+13;29305377;N;B5;0;B;;5
Schitterend heelal;Prinja, Raman;JII;Jeugd info: aarde - heelal;;AASTE;14.50;;;;NA0897175;5323284;N;B5;0;B;;5
Schitterend heelal;Prinja, Raman;JII;Jeugd info: aarde - heelal;;AASTE;14.50;;;;PI0698040;5323285;N;B5;0;B;N;5
Schminken : maak meer dan 30 fantastische schminkontwerpen;Harvey, Karen;JIO;Jeugd info: vrije tijd - kunst;;VRGRI;13.50;;;;NA1029487;5578387;N;B5;0;B;;5
Schminken : maak meer dan 30 fantastische schminkontwerpen;Harvey, Karen;JIO;Jeugd info: vrije tijd - kunst;;VRGRI;13.50;;;;PI0755125;5578389;N;B5;0;B;;5
Schminken en verkleden : voor verjaardagen, carnaval en andere fe;Soeteman, Geny;JIO;Jeugd info: vrije tijd - kunst;;VRGRI;0.00;;;;PI0431842;3249491;N;B5;0;A;;5
Schminken is feest! : voor alle feestdagen een passende schmink;Van Kooten, Annemiek;JIO;Jeugd info: vrije tijd - kunst;;VRGRI;14.95;;;;PI0685887;5289996;N;B5;0;B;;5
Schone schijn;Dessen, Sarah;YF0;Adolescenten;DESS;;21.95;;;;PI0840165;6157726;N;BA;0;A;;4
Schone schijn;Dessen, Sarah;YF0;Jongeren fictie grijs;DESS;;21.95;;;;NA1169955;6157723;N;BA;0;B;;4
School op stelten;Van Loock, Gerd;SJA;Strips jeugd 6-8 jaar;Jommeke;;6.50;    ;;;NA1043501;5712159;N;S4;0;U;;4
School op stelten;Van Loock, Gerd;SJA;Strips jeugd 6-8 jaar;Jommeke;;6.50;    ;;;NA104351X;5712160;N;S4;0;U;;4
School voor puppy's : Bella, Max en Luna;Lewis, Gill;JFB;Jeugd fictie 9-11 jaar rood;;;15.99;;;LEWI;3,00E+13;30262906;N;B4;0;U;;4
Schoolfeest;Kortsmit, Simone;JFC;Jeugd fictie 12-14 jaar;KORT;;16.95;;;;PI0837245;6252886;N;B4;0;B;;4
Schoolmonsters;Dhooge, Bavo;JFB;Jeugd fictie 9-11 jaar;DHOO;;0.00;;;;PI0413925;3174309;N;B4;0;B;;4
Schoolprojecten maken ... voor kids;Cleijn, César;JIN;Jeugd info: dagelijks leven;;DASCH;19.95;;;;NA0837156;4529406;N;B5;0;B;;5
Schoolprojecten maken ... voor kids;Cleijn, César;JIN;Jeugd info: dagelijks leven;;DASCH;19.95;;;;PI0629618;4529407;N;B5;0;A;;5
Schoolvoetbal;Van Gemert, Gerard;JFA;Jeugd fictie 7-8 jaar geel;VANG;;9.95;;;;NA0825611;4884453;N;B4;0;B;;4
Schoon genoeg;Pastis, Stephan;JFB;Jeugd fictie 9-11 jaar;PAST;;14.99;;;;PI0769932;5865357;N;B4;0;U;;4
Schoon genoeg;Pastis, Stephan;JFB;Jeugd fictie 9-11 jaar rood;PAST;;14.99;;;;NA1142100;5865354;N;B4;0;B;;4
Schorpioen;Ganeri, Anita;JIH;Jeugd info: natuur;;NAINS;11.00;;;;PI0706418;5220152;N;B5;0;B;;5
Schorpioenen;Otfinoski, Steven;JIH;Jeugd info: natuur;;NAINS;16.00;;;;PI0648779;4682448;N;B5;0;B;;5
Schotse koehandel;Turk;SJA;Strips jeugd 6-8 jaar;Robin Hoed;;0.00;;;;NA0155764;2812377;N;S4;0;B;;4
Schreeuw om middernacht;Read, Benjamin;JFB;Jeugd fictie 9-11 jaar;;;17.99;;;READ;3,00E+13;17639839;N;B4;0;B;;4
Schreeuw om middernacht;Read, Benjamin;JFB;Jeugd fictie 9-11 jaar rood;;;17.99;;;READ;3,00E+13;17611039;N;B4;0;B;;4
Schrift;Brookfield, Karen;JIP;Jeugd info: taal;;TABOE;0.00;;;;PI0160946;2628746;N;B5;0;B;;5
Schrik je van een prikje? : al je vragen over vaccinatie beantwoo;Van Ranst, Marc;JIM;Jeugd info: mens;;MEZIE;14.99;;;;3,00E+13;22861941;N;B5;0;B;;5
Schrik je van een prikje? : al je vragen over vaccinatie beantwoo;Van Ranst, Marc;JIM;Jeugd info: mens;;MEZIE;14.99;;;;3,00E+13;21659250;N;B5;0;B;;5
Schrikkelkermis;Thys, Tom;JFB;Jeugd fictie 9-11 jaar;;;16.99;;;THYS;3,00E+13;26657348;N;B4;0;B;;4
Schrikkelkermis;Thys, Tom;JFB;Jeugd fictie 9-11 jaar rood;;;16.99;;;THYS;3,00E+13;26785822;N;B4;0;B;;4
Schroot;De Vos, Danny;JFC;Jeugd fictie 12-14 jaar;;;14.99;;;VOS;3,00E+13;7730816;N;B4;0;B;;4
Schuddebol je mee met Kaatje?;Van Ginneken, Luc;FSJ;Speelfilms jeugd;KAAT;;14.99;;;;NA0969648;4854934;N;D4;0;A;;2
Schuilplaats;Coben, Harlan;YF0;Adolescenten;COBE;;15.00;;;;PI0644846;4647488;N;BA;0;B;;4
Schuilplaats;Coben, Harlan;YF0;Jongeren fictie grijs;COBE;;0.00;;;;NA0818496;4647485;N;BA;0;F;;4
Schuld;Kate, Lauren;YF0;Adolescenten;KATE;;18.99;;;;PI0714852;5570650;N;BA;0;B;;4
Schuld;Kate, Lauren;YF0;Jongeren fictie grijs;KATE;;18.99;;;;NA0970816;5570647;N;BA;0;B;;4
Schuld;Van der Vlugt, Simone;JFC;Jeugd fictie 12-14 jaar blauw;VAND;;14.95;;;;NA0624020;3438187;N;B4;0;B;;4
Schuld;Wallis de Vries, Mel;YF0;Adolescenten;WALL;;13.99;;;;PI0702927;5531090;N;BA;0;B;;4
Schuld;Wallis de Vries, Mel;YF0;Jongeren fictie grijs;WALL;;13.99;;;;NA1030469;5531087;N;BA;0;B;;4
Schuldig;Efaw, Amy;YF0;Jongeren fictie grijs;EFAW;;18.99;;;;NA0739510;4168493;N;BA;0;B;;4
Schuldig;Oldersma, Folkert;YF0;Adolescenten;;;16.95;;;OLDE;3,00E+13;13040096;N;BA;0;B;;4
Sci-Girl slaat toe : *spreek uit als: saai-girl;Veldkamp, Tjibbe;JFA;Jeugd fictie 7-8 jaar geel;;;15.99;;;VELD;3,00E+13;28787840;N;B4;0;B;;4
Sciencefiction;Van Laere, Stefaan;JFC;Jeugd fictie 12-14 jaar blauw;LAER;;13.50;;;;NA0403342;2861446;N;B4;0;A;;4
Scooby-Doo and the cyber chase;;FSJ;Speelfilms jeugd;SCOO;;0.00;;;;NA0404500;2865174;N;D4;0;A;;3
Scooby-Doo! : camp scare;Spaulding, Ethan;FSJ;Speelfilms jeugd;SCOO;;11.58;;;;NA0796409;4186823;N;D4;6;B;;2
Scooby-Doo! and the curse of the 13th ghost;Aranovich, Cecilia;FSJ;Speelfilms jeugd;FILM SCOO;;15.95;;;;NA1056956;6336523;N;D4;6;B;;2
Scooby-Doo! et la legende du roi Arthur;Atoms, Maxwell;FSJ;Speelfilms jeugd;;;11.99;;;SCOO;5,05E+12;26546652;N;D4;6;A;;4
Scooby-Doo! meets Courage the cowardly dog;Aranovich, Cecilia;FSJ;Speelfilms jeugd;;;11.99;;;SCOO;3,00E+13;24144475;N;D4;6;B;;4
Scooby-Doo! return to Zombie island;Aranovich, Cecilia;FSJ;Speelfilms jeugd;;;13.24;    ;;SCOO;3,00E+13;7115216;N;D4;6;A;;4
Scooby-Doo's spookiest tales;;FSJ;Speelfilms jeugd;SCOO;;10.50;;;;3,00E+13;3151694;N;D4;0;B;;2
Scooby!;Cervone, Tony;FSJ;Speelfilms jeugd;;;19.91;    ;;SCOO;3,00E+13;14551974;N;D4;6;B;;4
Scorpia;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar;HORO;;0.00;;;;PI0375802;2957740;N;B4;0;B;;4
Scorpia;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar blauw;HORO;;16.95;;;;NA0844969;2957735;N;B4;0;B;;4
Scorpia;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar blauw;HORO;;19.95;;;;NA1034928;4924723;N;B4;0;B;;4
Scorpia rising;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar;HORO;;19.95;;;;PI0579149;4419714;N;B4;0;B;;4
Scorpia rising;Horowitz, Anthony;JFC;Jeugd fictie 12-14 jaar blauw;HORO;;19.95;;;;NA0844993;4419710;N;B4;0;B;;4
Scotland;Leo;SJC;Strips jeugd 12-14 jaar;Scotland;;8.99;    ;;;3,00E+13;25513605;N;S4;0;U;;4
Scotland;Rodolphe;SJC;Strips jeugd 12-14 jaar;Scotland;;9.99;    ;;;3,00E+13;28307933;N;S4;0;U;;4
Scott;Van Huffel, Elke;JFB;Jeugd fictie 9-11 jaar rood;;;16.99;    ;;LIKE;3,00E+13;17508675;N;B4;0;U;;4
Scout and the sausage thief;Lewis, Gill;JFB;Jeugd fictie 9-11 jaar;ENGE;;11.62;;;LEWI;3,00E+13;7122369;N;B4;0;B;;4
